id;familia;genero;nombre;autor;sinonimos;referencias;taxones_infraespecificos;habito;origen;estado_de_conservacion;especimen_representativo;notas;regiones_biogeograficas;elevacion_minima;elevacion_maxima;departamentos;distribucion_global
84;APOCYNACEAE;Blepharodon;Blepharodon grandiflorum;Benth.;Blepharodon bifidus Schltr.;Dugand 1966;Blepharodon grandiflorum subsp. grandiflorum ;Trepadora;Nativa;No Evaluada;García-Barriga 11967 (COL, US);Tipo de Colombia;Andes;1100 m;3000 m;Antioquia, Caldas, Cauca, Cesar, Cundinamarca, Norte de Santander, Risaralda, Santander, Tolima;Colombia, Venezuela
85;APOCYNACEAE;Blepharodon;Blepharodon mucronatum;(Schltdl.) Decne.;;Dugand 1966, Morillo 1997a;;Trepadora;Nativa;No Evaluada;Forero 5453 (COL);;Andes, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;30 m;1760 m;Antioquia, Bolívar, Chocó, Córdoba, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Santander, Tolima, Valle;México a N Suramérica
86;APOCYNACEAE;Blepharodon;Blepharodon perijaense;Morillo;;Morillo 1984b;;Trepadora;Nativa;No Evaluada;Torres 2905 (COL);Tipo de Colombia;Andes;1550 m;1950 m;Cesar, Magdalena;
87;APOCYNACEAE;Blepharodon;Blepharodon pictum;(Vahl) W.D.Stevens;Blepharodon nitidum (Vell.) J.F.Macbr.;Morillo 1997a, Stevens 2005;;Trepadora;Nativa;No Evaluada;Sastre 2300 (COL);;Amazonia, Guayana y Serranía de La Macarena, Orinoquia;140 m;2000 m;Amazonas, Caquetá, Cundinamarca, Guainía, Meta, Vichada;Colombia y Venezuela a Brasil y Paraguay
88;APOCYNACEAE;Blepharodon;Blepharodon polydori;Morillo;;;;Trepadora;Nativa;No Evaluada;Pinto 1555 (HT: COL);Conocida solo del tipo;Orinoquia;200 m;200 m;Meta;
89;APOCYNACEAE;Calotropis;Calotropis procera;(Aiton) Dryand.;;Rahman & Wilcock 1991;;Hierba, Subarbusto, Arbusto, Arbolito, Trepadora, Liana;Naturalizada;No Evaluada;Duque 4104-A (COL);;Andes, Llanura del Caribe, Valle del Cauca, Valle del Magdalena;0 m;2720 m;Antioquia, Atlántico, Bolívar, Boyacá, Casanare, Cundinamarca, Huila, Magdalena, Santander, Tolima, Valle;África
90;APOCYNACEAE;Cryptostegia;Cryptostegia grandiflora;R.Br.;;Klackenberg 2001;;Subarbusto, Trepadora;Naturalizada;No Evaluada;Elías 1540 (MO);;Andes, Llanura del Caribe, Pacífico, Valle del Magdalena;350 m;4200 m;Atlántico, Caldas, Chocó, Córdoba, Tolima, Valle;Madagascar
91;APOCYNACEAE;Cynanchum;Cynanchum blandum;(Decne.) Sundell;Roulinia blanda Decne.;Sundell 1981, Morillo & Stevens 1999;;Trepadora;Nativa;No Evaluada;Rentería 1945 (COL, MO);;Amazonia, Pacífico;100 m;300 m;Amazonas, Antioquia, Chocó;Suramérica
92;APOCYNACEAE;Cynanchum;Cynanchum montevidense;Spreng.;Cynanchum magdalenicum Dugand, Roulinia cordata (Vell.) J.F.Macbr.;Dugand 1966, Spellman 1975, Sundell 1981;;Trepadora;Nativa;No Evaluada;Romero-Castañeda 11086 (MO);;Llanura del Caribe, Orinoquia, Pacífico;15 m;120 m;Antioquia, Bolívar, Chocó, Córdoba, Magdalena, Meta;Panamá, Suramérica
93;APOCYNACEAE;Cynanchum;Cynanchum racemosum;(Jacq.) Jacq.;Rouliniella columbiana Vail;Dugand 1966, Sundell 1981;;Trepadora;Nativa;No Evaluada;Dugand 5794 (COL, MO, US);;Llanura del Caribe, Pacífico;0 m;350 m;Atlántico, Bolívar, Chocó, La Guajira, Magdalena, Sucre;Costa Rica, Colombia, Venezuela
94;APOCYNACEAE;Cynanchum;Cynanchum riometense;Sundell;;Sundell 1981;;Trepadora;Nativa;No Evaluada;Álvarez 807 (NY);Tipo de Colombia;Orinoquia;100 m;100 m;Arauca, Meta;Colombia, Venezuela
95;APOCYNACEAE;Ditassa;Ditassa buntingii;(Morillo) Liede;Cynanchum buntingii Morillo;Liede-Schumann & Meve 1997, Morillo 1997a;;Trepadora;Nativa;No Evaluada;Zarucchi 1952 (COL);;Guayana y Serranía de La Macarena;100 m;100 m;Vaupés;Colombia, Venezuela
96;APOCYNACEAE;Ditassa;Ditassa carnevalii;(Morillo) Morillo;Cynanchum carnevalii Morillo;Morillo 1997a;;Trepadora;Nativa;No Evaluada;Davidse 26381 (MO);;Amazonia, Orinoquia;90 m;100 m;Guainía, Vichada;Colombia, Venezuela
97;APOCYNACEAE;Ditassa;Ditassa caucana;Pittier;;;;Trepadora;Nativa;No Evaluada;Triana 2449 (COL);Tipo de Colombia;Andes, Valle del Cauca;750 m;2850 m;Antioquia, Boyacá, Cauca, Cundinamarca, Santander, Tolima, Valle;
98;APOCYNACEAE;Ditassa;Ditassa endoleuca;Schltr.;;Schlechter 1906;;Trepadora;Nativa;No Evaluada;Lehmann 4843 (F, US, MO Foto);Tipo de Colombia;Andes;1600 m;2000 m;Cauca;Colombia, Ecuador
99;APOCYNACEAE;Ditassa;Ditassa franciscoi;(Morillo) Liede;Cynanchum franciscoi Morillo;Liede-Schumann & Meve 1997, Morillo 1997a;;Trepadora;Nativa;No Evaluada;García-Barriga 16042 (COL);;Guayana y Serranía de La Macarena;350 m;400 m;Vaupés;Colombia, Venezuela, Brasil
100;APOCYNACEAE;Ditassa;Ditassa lanceolata;Decne.;;;;Trepadora;;No Evaluada;;Especie dudosa;;;;Magdalena;Perú
101;APOCYNACEAE;Ditassa;Ditassa longiloba;Benth.;;;;Hierba, Trepadora, Liana;Nativa;No Evaluada;Londoño 619 (COL, MEDEL);Tipo de Colombia;Andes;800 m;3450 m;Antioquia, Boyacá, Cauca, Cundinamarca, Nariño, Santander;
102;APOCYNACEAE;Ditassa;Ditassa macarenae;Morillo;;;;Subarbusto, Trepadora;Nativa;No Evaluada;Philipson 2317 (COL, BM);Tipo de Colombia;Guayana y Serranía de La Macarena;900 m;900 m;Meta;
103;APOCYNACEAE;Ditassa;Ditassa microneriifolia;Daniel;;;;Trepadora;Nativa;No Evaluada;Daniel 4572 (COL);;Andes;1800 m;1800 m;Antioquia, Cundinamarca;
104;APOCYNACEAE;Ditassa;Ditassa oxyphylla;Turcz.;Ampelamus volubilis (Turcz.) Dugand;Fontella-Pereira & Marquete Ferreira Da Silva 1973;;Trepadora;Nativa;No Evaluada;Purdie s.n. (K);;;100 m;100 m;Magdalena;Colombia, Venezuela, Brasil
105;APOCYNACEAE;Ditassa;Ditassa perijensis;Morillo;;Morillo 1991;;Trepadora;Nativa;No Evaluada;Romero-Castañeda 7352 (COL);;Andes;2800 m;2800 m;Magdalena;
106;APOCYNACEAE;Ditassa;Ditassa sobradoi;(Morillo) Liede;Cynanchum sobradoi Morillo;Morillo 1997a;;Trepadora;Nativa;No Evaluada;Zarucchi 1324 (COL);;Guayana y Serranía de La Macarena;50 m;200 m;Vaupés;Colombia, Venezuela, Brasil
107;APOCYNACEAE;Echites;Echites umbellatus;Jacq.;;;;Trepadora, Liana;Nativa;No Evaluada;Torres 203 (COL);;Islas Caribeñas;0 m;10 m;San Andrés, Providencia y Santa Catalina;S Estados Unidos [Florida] a Centroamérica, Colombia (San Andrés), Antillas
108;APOCYNACEAE;Fischeria;Fischeria billbergiana;(Beurl.) Morillo;Fischeria blepharopetala S.F.Blake, Fischeria funebris (Donn.Sm.) S.F.Blake;Spellman 1975, Murphy 1986, Morillo 1988;;Trepadora;Nativa;No Evaluada;Ramírez 1415 (COL);;Llanura del Caribe, Pacífico, Valle del Magdalena;10 m;770 m;Antioquia, Bolívar, Cesar, Chocó, Magdalena;Colombia, Panamá, Costa Rica
109;APOCYNACEAE;Fischeria;Fischeria scandens;DC.;Fischeria columbiana Schltr.;Dugand 1966, Murphy 1986;;Trepadora;Nativa;No Evaluada;Killip 38793 (F, K, US);;Pacífico;25 m;300 m;Valle;"Centroamérica a Ecuador; Antillas"
110;APOCYNACEAE;Fischeria;Fischeria stellata;(Vell.) E.Fourn.;Fischeria calycina Decne., Gonolobus setosus Benth.;Murphy 1986, Morillo & Stevens 1999;;Trepadora;Nativa;No Evaluada;Uribe 6268 (COL);;Amazonia, Andes, Orinoquia;100 m;1600 m;Amazonas, Boyacá, Cundinamarca, Guaviare, Meta, Norte de Santander, Putumayo, Tolima;Suramérica, Trinidad
111;APOCYNACEAE;Forsteronia;Forsteronia acouci;(Aubl.) A.DC.;Apocynum acouci Aubl.;Morales & Hansen 2009;;Trepadora, Liana;Nativa;No Evaluada;Zarucchi 1720 (COL);;Amazonia, Pacífico, Valle del Magdalena;10 m;110 m;Amazonas, Bolívar, Cauca, Córdoba, Nariño, Santander, Valle, Vaupés;México a Brasil y Bolivia
112;APOCYNACEAE;Forsteronia;Forsteronia affinis;Müll.Arg.;Forsteronia mediocris Woodson;Hansen 1995;;Trepadora, Liana;Nativa;No Evaluada;Romero-Castañeda 3380 (COL);;Amazonia, Valle del Magdalena;185 m;820 m;Amazonas, Antioquia, Caquetá, Córdoba, Santander;Colombia a Brasil y Bolivia
113;APOCYNACEAE;Forsteronia;Forsteronia graciloides;Woodson;;;;Trepadora, Liana;Nativa;No Evaluada;Giraldo-Cañas 1718 (HUA);;Guayana y Serranía de La Macarena, Valle del Magdalena;340 m;900 m;Antioquia, Boyacá, Meta;Colombia a Bolivia
114;APOCYNACEAE;Forsteronia;Forsteronia laurifolia;(Benth.) A.DC.;;Hansen 1995;;Trepadora, Liana;Nativa;No Evaluada;Davidse 28005 (MO);;Amazonia;65 m;75 m;Guainía;Colombia, Venezuela, Brasil
115;APOCYNACEAE;Forsteronia;Forsteronia spicata;(Jacq.) G.Mey.;;Morales 2005e;;Trepadora, Liana;Nativa;No Evaluada;Haught 4914 (COL);;Llanura del Caribe, Valle del Magdalena;0 m;460 m;Antioquia, Atlántico, Bolívar, Cundinamarca, Guainía, Magdalena, Sucre, Tolima;"Colombia a México; Cuba"
116;APOCYNACEAE;Funastrum;Funastrum bilobum;(Hook. & Arn.) J.F.Macbr.;Philibertella filipes Rusby;Dugand 1966, Morillo 1989, Stevens et al. 2001;;Trepadora;Nativa;No Evaluada;Smith 1669 (NY, US);;Llanura del Caribe, Valle del Magdalena;50 m;580 m;Antioquia, Magdalena;México a Venezuela
117;APOCYNACEAE;Funastrum;Funastrum camargoi;(Morillo) Morillo;Sarcostemma camargoi Morillo;Morillo 1994b;;Trepadora;Nativa;No Evaluada;Camargo 7434 (COL);Conocida solo del tipo;Andes;;;Caldas;
118;APOCYNACEAE;Funastrum;Funastrum clausum;(Jacq.) Schltr.;Cynanchum filiforme Jacq., Funastrum filiforme (Jacq.) Schltr., Sarcostemma clausum (Jacq.) Schult.;Dugand 1966, Morillo 1989, Liede-Schumann & Meve 2008;;Hierba, Trepadora;Nativa;No Evaluada;Saravia 2098 (COL, US);;Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;2000 m;Antioquia, Arauca, Atlántico, Bolívar, Boyacá, Cauca, Chocó, Córdoba, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Nariño, Norte de Santander, Putumayo, Sucre, Tolima, Valle;Neotrópico
119;APOCYNACEAE;Funastrum;Funastrum glaucum;(Kunth) Schltr.;Funastrum ovalifolium (Rusby) Killip, Philibertia ovalifolia Rusby, Sarcostemma glaucum Kunth;Dugand 1966, Morillo 1989, Liede-Schumann & Tauber 2000;;Trepadora, Liana;Nativa;No Evaluada;Callejas 4940 (HUA, MO);;Llanura del Caribe, Orinoquia, Valle del Magdalena;0 m;450 m;Antioquia, Atlántico, Bolívar, Casanare, Córdoba, Cundinamarca, La Guajira, Huila, Magdalena, Norte de Santander, Santander, Sucre, Tolima;Colombia, Venezuela
120;APOCYNACEAE;Galactophora;Galactophora crassifolia;(Müll.Arg.) Woodson;Galactophora calycina (Ducke) Woodson;Morales 2005c;;Hierba, Arbusto, Trepadora;Nativa;No Evaluada;Cárdenas 4627 (INB);;Amazonia, Guayana y Serranía de La Macarena;75 m;400 m;Amazonas, Caquetá, Guainía, Vaupés;Colombia, Venezuela, Brasil, Perú, Bolivia
121;APOCYNACEAE;Gonolobus;Gonolobus albomarginatus;(Pittier) Woodson;;Spellman 1975;;Trepadora;Nativa;No Evaluada;Forero 1875 (MO);;Pacífico, Valle del Magdalena;30 m;700 m;Chocó, Magdalena, Santander;Panamá a Ecuador
122;APOCYNACEAE;Gonolobus;Gonolobus antennatus;Schltr.;Gonolobus bolivari Cuatrec.;Morillo 1985b;;Trepadora;Nativa;No Evaluada;Cuatrecasas 3282 (MA);Tipo de Colombia;Andes, Valle del Cauca;950 m;1260 m;Cauca, Valle;Colombia, Venezuela
123;APOCYNACEAE;Gonolobus;Gonolobus antioquensis;Morillo;;Morillo 1990a;;Trepadora;Nativa;No Evaluada;Shepherd 775 (COL, MO);Tipo de Colombia;Valle del Magdalena;350 m;900 m;Antioquia;
124;APOCYNACEAE;Gonolobus;Gonolobus caucanus;Morillo;;Morillo 1990a;;Trepadora;Nativa;No Evaluada;Alston 7893 (BM, S);Tipo de Colombia;Andes;1700 m;1700 m;Cauca;
125;APOCYNACEAE;Gonolobus;Gonolobus colombianus;Morillo;;Morillo 1986;;Trepadora;Nativa;No Evaluada;von Sneider 5781 (S);Conocida solo del tipo;Valle del Magdalena;500 m;500 m;Bolívar;
126;APOCYNACEAE;Gonolobus;Gonolobus eriocladon;Benth.;;Morillo 1988;;Trepadora;Nativa;No Evaluada;Haught 2857 (NY);Tipo de Colombia;Pacífico, Valle del Magdalena;100 m;950 m;Antioquia, Chocó, Cundinamarca, Magdalena;Colombia, Venezuela?
127;APOCYNACEAE;Gonolobus;Gonolobus fimbriatiflorus;(Morillo) W.D.Stevens;Matelea fimbriatiflora Morillo;Morillo 1985b, Stevens 2005;;Trepadora;Nativa;No Evaluada;;Esperada;;;;Desconocido;Costa Rica, Panamá, Ecuador
128;APOCYNACEAE;Gonolobus;Gonolobus inaequalis;L.O.Williams;;Spellman 1975;;Trepadora;Nativa;No Evaluada;Forero 320 (MO);;Llanura del Caribe, Pacífico;50 m;300 m;Bolívar, Chocó;Colombia, Panamá
129;APOCYNACEAE;Gonolobus;Gonolobus lachnostomoides;Schltr.;;Schlechter 1906;;Trepadora;Nativa;No Evaluada;Lehmann 5892 (B);Tipo de Colombia;Andes;2400 m;2700 m;Cauca;
130;APOCYNACEAE;Gonolobus;Gonolobus lasiostomus;Decne.;;Morillo 1990a;;Trepadora;Nativa;No Evaluada;Rangel 12296 (COL);Especie dudosa;Andes, Llanura del Caribe;50 m;1800 m;Cesar, Cundinamarca, La Guajira, Magdalena;Colombia, Venezuela
131;APOCYNACEAE;Gonolobus;Gonolobus lewisii;L.O.Williams;;;;Trepadora;Nativa;No Evaluada;Spina 2954 (COL);;Pacífico;10 m;10 m;Chocó;Colombia, Panamá
132;APOCYNACEAE;Gonolobus;Gonolobus macrotis;Morillo;;Morillo 1990a;;Trepadora;Nativa;No Evaluada;Haught 6130 (COL);Tipo de Colombia;Andes;1600 m;1700 m;Cundinamarca, Huila;
133;APOCYNACEAE;Gonolobus;Gonolobus marmoreus;(Woodson) Morillo;Exolobus marmoreus Woodson;Morillo 1988;;Trepadora;Nativa;No Evaluada;Killip 20748 (NY, US);Conocida solo del tipo;Andes;1300 m;1800 m;Norte de Santander;
134;APOCYNACEAE;Gonolobus;Gonolobus murphyae;Krings & Morillo;;Krings & Morillo 2013;;Trepadora;Nativa;No Evaluada;Murphy 1408 (HT: DUKE);Tipo de Colombia;Andes;2500 m;2500 m;Valle;Cordillera Central
135;APOCYNACEAE;Gonolobus;Gonolobus ophioglossa;Woodson;;Spellman 1975;;Trepadora;Nativa;No Evaluada;;Esperada;;200 m;1000 m;Desconocido;Costa Rica, Panamá, Ecuador
136;APOCYNACEAE;Gonolobus;Gonolobus riparius;Kunth;;Kunth 1818 1818 [1819], Morillo 1988;;Trepadora;Nativa;No Evaluada;Betancur 7558 (COL);Tipo de Colombia;Andes, Llanura del Caribe, Orinoquia;30 m;1700 m;Arauca, Cesar, Cundinamarca, Magdalena;
137;APOCYNACEAE;Gonolobus;Gonolobus stipitatus;Morillo;;Morillo 1986;;Trepadora;Nativa;No Evaluada;Torres 468 (COL);Tipo de Colombia;Andes;2800 m;2840 m;Cundinamarca;
138;APOCYNACEAE;Hoya;Hoya carnosa;(L.f.) R.Br.;;;;Trepadora;Cultivada;No Evaluada;Gutiérrez s.n. (MEDEL);;;;;Desconocido;Asia
139;APOCYNACEAE;Ibatia;Ibatia cumanensis;(Schult.) Morillo;Matelea albiflora (H.Karst.) Dugand, Matelea cumanensis (Schult.) W.D.Stevens, Matelea fimbriata (Kunth) Dugand;Dugand 1966, Morillo 1983, Morillo 1997a;;Trepadora;Nativa;No Evaluada;Romero-Castañeda 10473 (COL);;Llanura del Caribe;25 m;100 m;Magdalena;Colombia, Venezuela
140;APOCYNACEAE;Ibatia;Ibatia dugandii;(Krings) Morillo;Matelea dugandii Krings;Krings 2009;;Trepadora;Nativa;No Evaluada;Dugand 5797 (HT: US);;Llanura del Caribe;120 m;140 m;Atlántico;
141;APOCYNACEAE;Ibatia;Ibatia fontana;(Saville & Krings) Morillo;Matelea fontana Saville & Krings;Krings & Saville 2007;;Trepadora;Nativa;No Evaluada;Smith 1673 (HT: NY);;Llanura del Caribe, Sierra Nevada de Santa Marta;100 m;1200 m;Magdalena;N Colombia, N Venezuela
142;APOCYNACEAE;Ibatia;Ibatia holtonii;(Vail) Morillo;Matelea holtonii (Vail) Morillo, Stelmagonum holtonii Vail;;;Trepadora;Nativa;No Evaluada;Godot s.n. (K);Especie dudosa;;;;Magdalena;
143;APOCYNACEAE;Ibatia;Ibatia maritima;(Jacq.) Decne.;Asclepias maritima Jacq., Matelea maritima (Jacq.) Woodson, Matelea maritima subsp. andina Dugand;Dugand 1966, Morillo 1997a;;Trepadora;Nativa;No Evaluada;Dugand 6139 (COL);;Andes, Llanura del Caribe, Valle del Magdalena;10 m;2250 m;Atlántico, Bolívar, Boyacá, Magdalena, Norte de Santander;"Panamá a Guayanas y N Brasil; Antillas"
144;APOCYNACEAE;Ibatia;Ibatia rubra;(H.Karst.) Morillo;Matelea rubra (H.Karst.) Spellman & Morillo, Omphalophthalma rubra H.Karst.;Dugand 1966, Morillo 1983;;Trepadora;Nativa;No Evaluada;Dugand 5842 (US);Tipo de Colombia;Llanura del Caribe;0 m;100 m;Atlántico, Magdalena;Colombia, Venezuela, Aruba, Bonaire, Curazao
145;APOCYNACEAE;Lachnostoma;Lachnostoma huilaense;Morillo;;;;Trepadora;Nativa;No Evaluada;von Sneidern 2534 (HT: S);Conocida solo del tipo;Andes;2800 m;2800 m;Huila;Cordillera Central
146;APOCYNACEAE;Lachnostoma;Lachnostoma magdalenica;(Morillo) Morillo;Matelea magdalenica Morillo;Morillo 1992a;;Trepadora;Nativa;No Evaluada;Romero-Castañeda 7480 (COL);Conocida solo del tipo;Sierra Nevada de Santa Marta;2000 m;2400 m;Magdalena;
147;APOCYNACEAE;Lachnostoma;Lachnostoma montana;(Morillo) Morillo;Matelea montana Morillo;Morillo 1990a;;Trepadora;Nativa;No Evaluada;Romero-Castañeda 7827 (COL);Conocida solo del tipo;Sierra Nevada de Santa Marta;1400 m;2600 m;Magdalena;
148;APOCYNACEAE;Lachnostoma;Lachnostoma tigrinum;Kunth;Matelea humboldtiana Spellman & Morillo, Phaeostemma tigrina Woodson;Morillo 1983;;Trepadora, Liana;Nativa;No Evaluada;Díaz-Piedrahita 4062 (COL);;Andes, Guayana y Serranía de La Macarena, Sierra Nevada de Santa Marta;350 m;2900 m;Antioquia, Boyacá, Cauca, Cundinamarca, La Guajira, Magdalena, Meta, Santander, Valle;Venezuela, Colombia, Ecuador
149;APOCYNACEAE;Lachnostoma;Lachnostoma uribei;(Morillo) Morillo;Matelea uribei Morillo;Morillo 1990a;;Trepadora;Nativa;No Evaluada;Uribe-Uribe 3407 (COL);Conocida solo del tipo;Andes;2900 m;2900 m;Boyacá;
150;APOCYNACEAE;Liedea;Liedea filisepala;(Standl.) W.Stevens;Metastelma filisepalum Standl.;Stevens 2000;;Trepadora;Nativa;No Evaluada;Cuatrecasas 15409 (CAS);;Andes;1250 m;1400 m;Cauca;Costa Rica a Ecuador
151;APOCYNACEAE;Macropharynx;Macropharynx renteriae;A.H.Gentry;;Gentry 1980, Morales 1997a;;Trepadora;Nativa;No Evaluada;Gentry 23955 (INB);Tipo de Colombia;Pacífico;180 m;180 m;Chocó;Costa Rica a O Ecuador
152;APOCYNACEAE;Macropharynx;Macropharynx spectabilis;(Stadelm.) Woodson;Echites spectabilis Stadelm., Macropharynx fistulosa Rusby, Macropharynx strigillosa Woodson;Morales 1997a;;Trepadora, Liana;Nativa;No Evaluada;Schultes 19592 (COL);;Amazonia, Andes, Valle del Magdalena;250 m;1600 m;Amazonas, Antioquia, Caquetá, Nariño;Colombia y Venezuela a Brasil y Bolivia
153;APOCYNACEAE;Macroscepis;Macroscepis hirsuta;(Vahl) Schltr.;Macroscepis barbata S.F.Blake, Macroscepis equatorialis Woodson, Macroscepis obovata sensu Griseb., Macroscepis trianae Triana, Matelea hirsuta (Vahl) Woodson, Matelea trianae (Triana) Spellman;Stevens et al. 2001;;Trepadora;Nativa;No Evaluada;Romero-Castañeda 11218 (COL, NY);;Andes, Pacífico, Valle del Magdalena;100 m;550 m;Antioquia, Bolívar, Chocó, Cundinamarca, Magdalena;Costa Rica a Guyana y Perú
154;APOCYNACEAE;Macroscepis;Macroscepis longiflora;(Jacq.) Spreng.;Matelea longiflora (Jacq.) Morillo;Dugand 1966;;Trepadora;Nativa;No Evaluada;Dugand 5412 (COL, MO, US);Tipo de Colombia;Llanura del Caribe;50 m;70 m;Atlántico;
155;APOCYNACEAE;Macroscepis;Macroscepis urceolata;H.Karst.;Matelea urceolata (H.Karst.) L.O.Williams;Dugand 1966;;Trepadora;Nativa;No Evaluada;Killip 38187 (COL, US);Tipo de Colombia;Andes, Llanura del Caribe, Valle del Magdalena;430 m;1300 m;Caldas, Cundinamarca, Magdalena, Tolima;Colombia, Venezuela
156;APOCYNACEAE;Mandevilla;Mandevilla annulariifolia;Woodson;;Morillo 1995c;;Trepadora, Liana;Nativa;No Evaluada;Schultes 14013 (COL);Tipo de Colombia;Amazonia, Guayana y Serranía de La Macarena;180 m;900 m;Amazonas, Guainía, Vaupés;Colombia, Venezuela
157;APOCYNACEAE;Mandevilla;Mandevilla aridana;J.F.Morales;;Morales 2005a;;Trepadora;Nativa;No Evaluada;Rentería 735 (INB);Tipo de Colombia;Valle del Magdalena;300 m;950 m;Santander;
158;APOCYNACEAE;Mandevilla;Mandevilla boliviensis;(Hook.f.) Woodson;Dipladenia boliviensis Hook.f., Mandevilla bella (Pittier) Woodson;Morales 2006d;;Trepadora;Nativa;No Evaluada;Bernal 91 (COL);;Llanura del Caribe;650 m;650 m;La Guajira;Costa Rica a Brasil y Bolivia
159;APOCYNACEAE;Mandevilla;Mandevilla bracteata;(Kunth) Kuntze;Mandevilla attenuata Rusby;Woodson 1933;;Trepadora;Nativa;No Evaluada;Cuatrecasas 23763 (COL);Tipo de Colombia;Andes;1000 m;2200 m;Cauca, Cundinamarca, Huila, Magdalena, Nariño, Valle;
160;APOCYNACEAE;Mandevilla;Mandevilla callista;Woodson;;Woodson 1933;;Trepadora;Nativa;No Evaluada;Lawrence 182 (MO);Tipo de Colombia;Andes, Valle del Magdalena;800 m;1850 m;Antioquia, Boyacá, Cundinamarca, Putumayo;Colombia a Bolivia
161;APOCYNACEAE;Mandevilla;Mandevilla congesta;(Kunth) Woodson;Echites congestus Kunth;Woodson 1933;;Trepadora;Nativa;No Evaluada;Stein 3442 (MO);Tipo de Colombia;Andes, Sierra Nevada de Santa Marta;2100 m;2620 m;Caldas, Cundinamarca, Magdalena, Quindío, Risaralda;Colombia, Venezuela, Ecuador
162;APOCYNACEAE;Mandevilla;Mandevilla cuneifolia;Woodson;;Woodson 1958;;Trepadora;Nativa;No Evaluada;Schultes 17234 (COL);Tipo de Colombia;Amazonia;150 m;300 m;Vaupés;Colombia, Brasil
163;APOCYNACEAE;Mandevilla;Mandevilla hirsuta;(Rich.) K.Schum.;;Rangel-Ch. 1994, Morales 2007c;;Trepadora, Liana;Nativa;No Evaluada;Callejas 3427 (HUA);;Amazonia, Andes, Pacífico, Sierra Nevada de Santa Marta, Valle del Magdalena;5 m;2000 m;Amazonas, Antioquia, Boyacá, Caldas, Caquetá, Casanare, Chocó, Córdoba, La Guajira, Guaviare, Meta, Nariño, Norte de Santander, Putumayo, Santander, Valle, Vaupés, Vichada;México a Brasil, Bolivia y Paraguay
164;APOCYNACEAE;Mandevilla;Mandevilla jasminiflora;Woodson;Quiotania colombiana Zarucchi;Morales 2007d;;Trepadora;Nativa;No Evaluada;Rodríguez 590 (JAUM);Tipo de Colombia;Andes;1800 m;2900 m;Antioquia, Quindío, Santander;
165;APOCYNACEAE;Mandevilla;Mandevilla javitensis;(Kunth) K.Schum.;Echites javitensis Kunth, Mandevilla stephanotidifolia Woodson;Morales 2007b;;Subarbusto, Trepadora;Nativa;No Evaluada;Schultes 14952 (COL);;Amazonia;120 m;400 m;Amazonas, Guainía, Vaupés;Colombia, Venezuela
166;APOCYNACEAE;Mandevilla;Mandevilla lancifolia;Woodson;;Morillo 1995c;;Arbusto, Trepadora;Nativa;No Evaluada;Vincelli 1211 (COAH);;Guayana y Serranía de La Macarena, Orinoquia;200 m;300 m;Caquetá, Guainía, Guaviare, Meta, Vichada;Colombia, Venezuela
167;APOCYNACEAE;Mandevilla;Mandevilla longipes;Woodson;;;;Trepadora, Liana;Nativa;No Evaluada;Brant 1534 (HUA, INB, MO, USF);Tipo de Colombia;Andes, Pacífico;900 m;1750 m;Antioquia, Boyacá, Chocó;
168;APOCYNACEAE;Mandevilla;Mandevilla mollissima;(Kunth) K.Schum.;;Woodson 1933;;Trepadora;Nativa;No Evaluada;Arias 68 (INB);Tipo de Colombia;Andes, Sierra Nevada de Santa Marta, Valle del Magdalena;880 m;2000 m;Antioquia, Boyacá, Caldas, Cauca, Cundinamarca, Huila, Magdalena, Nariño, Putumayo, Santander, Tolima, Valle;
169;APOCYNACEAE;Mandevilla;Mandevilla moritziana;(Müll.Arg.) Donn.Sm.;;Woodson 1933;;Trepadora;Nativa;No Evaluada;Rentería 665 (HUA);;Andes;1900 m;1900 m;Santander;Colombia, Venezuela
170;APOCYNACEAE;Mandevilla;Mandevilla nerioides;Woodson;Mandevilla manarana Morillo, Mandevilla thevetioides Markgr.;Morales 2007b;;Hierba, Subarbusto, Arbusto, Trepadora;Nativa;No Evaluada;Forero 9809 (HUA);Tipo de Colombia;Amazonia, Guayana y Serranía de La Macarena;80 m;700 m;Amazonas, Caquetá, Guainía, Guaviare, Vaupés;Colombia, Venezuela
171;APOCYNACEAE;Mandevilla;Mandevilla pavonii;(A.DC.) Woodson;;Woodson 1933;;Trepadora;Nativa;No Evaluada;Gentry 12730 (COL);;Amazonia;250 m;400 m;Amazonas;Colombia, Ecuador, Perú, Bolivia, Brasil
